year,title,binary,budget,domgross,intgross,totalgross
1999,"Girl, Interrupted",PASS,24000000,28871190,28871190,57742380
1999,Go!,PASS,6500000,16875273,28383441,45258714
1999,Jawbreaker,PASS,3000000,3076820,3076820,6153640
1999,Magnolia,FAIL,37000000,22450975,48446802,70897777
1999,Muppets From Space,PASS,24000000,16304786,16304786,32609572
1999,Mystery Men,FAIL,68000000,29762011,33462011,63224022
1999,Notting Hill,PASS,42000000,116089678,363728226,479817904
1999,Office Space,FAIL,10000000,10827813,12827813,23655626
1999,Payback,FAIL,50000000,81526121,161626121,243152242
1999,Pocket Monsters: Mewtwo Strikes Back!,FAIL,30000000,85744662,163644662,249389324
1999,Ravenous,FAIL,12000000,2062406,2062406,4124812
1999,Sleepy Hollow,PASS,70000000,101068340,207068340,308136680
1999,South Park: Bigger Longer &amp; Uncut,FAIL,21000000,52037603,52037603,104075206
1999,Star Wars: Episode I - The Phantom Menace,PASS,115000000,474544677,1007044677,1481589354
1999,Stuart Little,FAIL,105000000,140015224,298800000,438815224
1999,Tarzan,FAIL,145000000,171091819,448191819,619283638
1999,The 13th Warrior,FAIL,125000000,32698899,61698899,94397798
1999,The Blair Witch Project,PASS,600000,140539099,248300000,388839099
1999,The Boondock Saints,FAIL,7000000,30471,411874,442345
1999,The Green Mile,FAIL,60000000,136801374,290701374,427502748
1999,The Haunting,PASS,80000000,91188905,180188905,271377810
1999,The Iron Giant,FAIL,50000000,23159305,31333917,54493222
1999,The Matrix,PASS,65000000,171479930,460279930,631759860
1999,The Mummy,FAIL,80000000,155385488,416385488,571770976
1999,The Sixth Sense,FAIL,40000000,293506292,672806292,966312584
1999,The Talented Mr. Ripley,FAIL,40000000,81292135,128792135,210084270
1999,Three to Tango,FAIL,20000000,10570375,10570375,21140750
1999,Topsy-Turvy,PASS,20000000,6201757,6201757,12403514
1999,Toy Story 2,FAIL,90000000,245852179,511358276,757210455
1999,Virus,FAIL,75000000,14010690,30626690,44637380
1999,Wild Wild West,FAIL,175000000,113805681,221229335,335035016
1999,Wing Commander,FAIL,30000000,11578022,11578022,23156044
1998,54,FAIL,13000000,16757163,16757163,33514326
1998,A Bug&#39;s Life,PASS,45000000,162798565,363095319,525893884
1998,American History X,FAIL,10000000,6719864,6719864,13439728
1998,Armageddon,FAIL,140000000,201578182,554600000,756178182
1998,Beloved,PASS,53000000,22852487,22852487,45704974
1998,Blade,FAIL,45000000,70141876,131237688,201379564
1998,Bride of Chucky,FAIL,25000000,32404188,50692188,83096376
1998,Buffalo &#39;66,FAIL,1500000,2380606,2380606,4761212
1998,Dark City,FAIL,27000000,14435076,27257061,41692137
1998,Deep Impact,PASS,80000000,140464664,349464664,489929328
1998,Disturbing Behavior,FAIL,15000000,17507368,17507368,35014736
1998,Elizabeth,PASS,25000000,30082699,82150642,112233341
1998,Enemy of the State,FAIL,85000000,111549836,250649836,362199672
1998,Ever After,PASS,26000000,65705772,65705772,131411544
1998,Fear and Loathing in Las Vegas,FAIL,18500000,10680275,13711903,24392178
1998,Festen (The Celebration),FAIL,1300000,1647780,1647780,3295560
1998,Get Real,FAIL,2000000,1152411,1152411,2304822
1998,Godzilla,FAIL,125000000,136314294,376000000,512314294
1998,Halloween H20: 20 Years Later,PASS,17000000,55041738,55041738,110083476
1998,Happiness,PASS,3000000,2746453,5746453,8492906
1998,Hope Floats,PASS,30000000,60110313,81529000,141639313
1998,Little Voice,PASS,6000000,4595000,21787233,26382233
1998,"Lock, Stock and Two Smoking Barrels",FAIL,1350000,3897569,28356188,32253757
1998,Lost in Space,PASS,80000000,69117629,136047317,205164946
1998,Mercury Rising,FAIL,60000000,32983332,32983332,65966664
1998,Mulan,FAIL,90000000,120620254,303500000,424120254
1998,Out of Sight,FAIL,48000000,37562568,77562568,115125136
1998,Pi,FAIL,68000,3221152,4678513,7899665
1998,Practical Magic,PASS,60000000,46850558,68336997,115187555
1998,Primary Colors,PASS,65000000,39017984,39017984,78035968
1998,Quest for Camelot,PASS,40000000,22772500,38172500,60945000
1998,Rounders,FAIL,12000000,22921898,22921898,45843796
1998,Run Lola Run,FAIL,1750000,7267324,14533173,21800497
1998,Rush Hour,PASS,35000000,141186864,245300000,386486864
1998,Rushmore,FAIL,10000000,17105219,19080435,36185654
1998,Safe Men,FAIL,1000000,21210,21210,42420
1998,Saving Private Ryan,FAIL,65000000,216335085,485035085,701370170
1998,Shakespeare in Love,PASS,26000000,100317794,279500000,379817794
1998,Six Days Seven Nights,FAIL,80000000,74339294,164800000,239139294
1998,Sliding Doors,PASS,6000000,11911200,58809149,70720349
1998,Slums of Beverly Hills,PASS,5000000,5502773,5502773,11005546
1998,Small Soldiers,FAIL,40000000,55143823,71743823,126887646
1998,Smoke Signals,PASS,2000000,6719300,7756617,14475917
1998,Sphere,FAIL,73000000,37068294,50168294,87236588
1998,Star Trek: Insurrection,PASS,70000000,70187658,117800000,187987658
1998,Stepmom,PASS,50000000,91137662,159745279,250882941
1998,The Avengers,PASS,60000000,23385416,48585416,71970832
1998,The Big Lebowski,FAIL,15000000,17498804,46189568,63688372
1998,The Faculty,FAIL,15000000,40283321,40283321,80566642
1998,The Man in the Iron Mask,FAIL,35000000,56968169,56968169,113936338
1998,The Mask of Zorro,FAIL,65000000,93828745,233700000,327528745
1998,The Negotiator,FAIL,50000000,44705766,49105766,93811532
1998,The Prince of Egypt,FAIL,60000000,101413188,218600000,320013188
1998,The Proposition,FAIL,20000000,1903434,5313608,7217042
1998,The Thin Red Line,FAIL,52000000,36400491,36400491,72800982
1998,The Truman Show,FAIL,60000000,125618201,248400000,374018201
1998,There&#39;s Something About Mary,PASS,22000000,176484651,360099999,536584650
1998,Urban Legend,PASS,14000000,38116707,72571864,110688571
1998,Vampires (John Carpenter&#39;s),FAIL,20000000,20268825,20268825,40537650
1998,Velvet Goldmine,FAIL,9000000,1053788,4861972,5915760
1998,Wild Things,FAIL,20000000,29795299,55576699,85371998
1998,You&#39;ve Got Mail,PASS,65000000,115821495,250800000,366621495
1997,A Simple Wish,PASS,28000000,8165213,8165213,16330426
1997,Air Bud,FAIL,3000000,24646936,27788649,52435585
1997,Air Force One,FAIL,85000000,172956409,315268353,488224762
1997,Alien: Resurrection,PASS,60000000,47795018,160700000,208495018
1997,Anastasia,PASS,53000000,58403409,139801410,198204819
1997,As Good as It Gets,PASS,50000000,148478011,314111923,462589934
1997,Austin Powers: International Man of Mystery,FAIL,18000000,53883989,67683989,121567978
1997,Batman &amp; Robin,FAIL,125000000,107325195,238317814,345643009
1997,Boogie Nights,FAIL,15000000,26410771,43111725,69522496
1997,Cats Don&#39;t Dance,PASS,32000000,3588602,3588602,7177204
1997,Chasing Amy,PASS,250000,12006514,15155095,27161609
1997,Cinderella,PASS,2900000,85000000,85000000,170000000
1997,Clockwatchers,PASS,2000000,537948,539961,1077909
1997,Con Air,FAIL,80000000,101117573,224117573,325235146
1997,Conspiracy Theory,FAIL,80000000,76118990,142783718,218902708
1997,Contact,PASS,90000000,100920329,165900000,266820329
1997,Eve&#39;s Bayou,PASS,5000000,14843425,14843425,29686850
1997,Event Horizon,PASS,60000000,26673242,26673242,53346484
1997,Fever Pitch,PASS,40000000,42071069,50071069,92142138
1997,Flubber,FAIL,80000000,92993801,177993801,270987602
1997,G.I. Jane,PASS,50000000,48169156,48169156,96338312
1997,Gattaca,FAIL,36000000,12532777,12532777,25065554
1997,George of the Jungle,PASS,55000000,105263257,174463257,279726514
1997,Good Will Hunting,FAIL,10000000,138433435,225933435,364366870
1997,Grosse Pointe Blank,PASS,15000000,28084357,31070412,59154769
1997,Hercules,PASS,70000000,99112101,250700000,349812101
1997,I Know What You Did Last Summer,PASS,17000000,72250091,125250091,197500182
1997,In the Company of Men,FAIL,25000,2883661,2883661,5767322
1997,Jackie Brown,PASS,12000000,39673162,74727492,114400654
1997,Kiss the Girls,FAIL,27000000,60527873,60527873,121055746
1997,L.A. Confidential,FAIL,35000000,64604977,110604977,175209954
1997,Liar Liar,FAIL,45000000,181410615,302710615,484121230
1997,Men in Black,FAIL,90000000,250690539,587790539,838481078
1997,Mononoke-hime,PASS,20000000,2374107,150350000,152724107
1997,Mortal Kombat: Annihilation,PASS,30000000,35927406,51327406,87254812
1997,Must love Dogs,FAIL,35000000,43894863,58894863,102789726
1997,My Best Friend&#39;s Wedding,FAIL,46000000,126813153,298923419,425736572
1997,Orgazmo,FAIL,1000000,582024,627287,1209311
1997,Scream 2,PASS,24000000,101363301,101363301,202726602
1997,Selena,PASS,20000000,35450113,35450113,70900226
1997,Smilla&#39;s Sense of Snow,PASS,35000000,2221994,2221994,4443988
1997,Spawn,PASS,40000000,54979992,87949859,142929851
1997,Starship Troopers,PASS,100000000,54768952,121100000,175868952
1997,The Devil&#39;s Advocate,PASS,57000000,61007424,153007424,214014848
1997,The Fifth Element,FAIL,95000000,63570862,263900000,327470862
1997,The Game,FAIL,50000000,48265581,48265581,96531162
1997,The Lost World: Jurassic Park,FAIL,75000000,229086679,786686679,1015773358
1997,The Peacemaker,FAIL,50000000,41263140,62967368,104230508
1997,The Postman,FAIL,80000000,17650704,17650704,35301408
1997,Titanic,PASS,200000000,658672302,2185672302,2844344604
1997,Volcano,PASS,90000000,47546796,120100000,167646796
1996,August,FAIL,3400000,12636,12636,25272
1996,Bound,PASS,4500000,3802260,7011317,10813577
1996,Broken Arrow,FAIL,65000000,70645997,148345997,218991994
1996,Chain Reaction,FAIL,55000000,21226204,60209334,81435538
1996,DragonHeart,FAIL,57000000,51364680,104364680,155729360
1996,Emma,PASS,5900000,22231658,37831658,60063316
1996,Escape from L.A.,FAIL,50000000,25426861,25426861,50853722
1996,Eye for an Eye,PASS,20000000,26792700,26792700,53585400
1996,Fargo,PASS,7000000,24567751,51204567,75772318
1996,Freeway,PASS,3000000,295493,295493,590986
1996,From Dusk Till Dawn,FAIL,20000000,25728961,25728961,51457922
1996,Hamlet,FAIL,2000000,1577287,2419669,3996956
1996,Harriet the Spy,PASS,13000000,26570048,26570048,53140096
1996,Independence Day,PASS,75000000,306169255,817400878,1123570133
1996,Jingle All the Way,FAIL,60000000,60592389,129832389,190424778
1996,Kingpin,FAIL,25000000,25023424,32223424,57246848
1996,Love and Other Catastrophes,PASS,250000,212285,743216,955501
1996,Mars Attacks!,PASS,80000000,37771017,101371017,139142034
1996,Mission: Impossible,FAIL,80000000,180981886,457697994,638679880
1996,Romeo + Juliet,FAIL,14500000,46338728,147542381,193881109
1996,Scream,PASS,15000000,103046663,173046663,276093326
1996,Secrets &amp; Lies,PASS,4500000,13417292,13417292,26834584
1996,Set It Off,PASS,9000000,36049108,36049108,72098216
1996,Space Jam,FAIL,80000000,90463534,250200000,340663534
1996,Spy Hard,FAIL,18000000,26936265,26936265,53872530
1996,Star Trek: First Contact,PASS,46000000,92027888,150000000,242027888
1996,Striptease,FAIL,50000000,33109743,113309743,146419486
1996,That Thing You Do!,PASS,2500000,25857416,34557416,60414832
1996,The Cable Guy,FAIL,47000000,60240295,102825796,163066091
1996,The Craft,PASS,15000000,24769466,55669466,80438932
1996,The English Patient,PASS,35000000,78716374,231716374,310432748
1996,The Fan,FAIL,55000000,18582965,18582965,37165930
1996,The First Wives Club,PASS,30000000,105489203,181489203,286978406
1996,The Glimmer Man,FAIL,45000000,20404841,36404841,56809682
1996,The Hunchback of Notre Dame,FAIL,100000000,100138851,325500000,425638851
1996,The Long Kiss Goodnight,FAIL,65000000,33447612,33447612,66895224
1996,The Mirror Has Two Faces,PASS,42000000,41267469,41267469,82534938
1996,The Rock,FAIL,75000000,134069511,336069511,470139022
1996,Trainspotting,FAIL,3100000,16501785,24000785,40502570
1996,Twister,PASS,88000000,241888385,495900000,737788385
1996,Walking and Talking,PASS,1000000,1287480,1615787,2903267
1996,When the Cat&#39;s Away,PASS,300000,1652472,2525984,4178456
1995,Apollo 13,PASS,65000000,172070496,334100000,506170496
1995,Assassins,FAIL,50000000,30306268,83306268,113612536
1995,Batman Forever,FAIL,100000000,184031112,336529144,520560256
1995,Before Sunrise,FAIL,2500000,5274005,5274005,10548010
1995,Braveheart,FAIL,72000000,75545647,209000000,284545647
1995,Casino,FAIL,52000000,42438300,110400000,152838300
1995,Casper,PASS,55000000,100328194,282300000,382628194
1995,Clueless,PASS,13700000,56598476,56598476,113196952
1995,Congo,FAIL,50000000,81022333,152022333,233044666
1995,Copycat,FAIL,20000000,32051917,32051917,64103834
1995,Die Hard: With a Vengeance,FAIL,90000000,100012499,364480746,464493245
1995,Four rooms,FAIL,4000000,4301000,4301000,8602000
1995,Home for the holidays,PASS,20000000,17468887,22119269,39588156
1995,Jumanji,PASS,65000000,100458310,262758310,363216620
1995,Mallrats,FAIL,6100000,2108367,2108367,4216734
1995,Mortal Kombat,FAIL,20000000,70433227,122133227,192566454
1995,Outbreak,PASS,50000000,67823573,67823573,135647146
1995,Pocahontas,PASS,55000000,141579773,347100000,488679773
1995,Pride and Prejudice,PASS,28000000,38372662,120918508,159291170
1995,Sabrina,PASS,58000000,53458319,87100000,140558319
1995,Safe,PASS,33000000,17142080,41495213,58637293
1995,Se7en,FAIL,30000000,100125643,328125643,428251286
1995,Sense and Sensibility,PASS,16500000,42993774,134993774,177987548
1995,Showgirls,PASS,40000000,20350754,37750754,58101508
1995,Species,FAIL,35000000,60054449,113354449,173408898
1995,Tank Girl,PASS,25000000,4064333,4064333,8128666
1995,The American President,PASS,62000000,60022813,107822813,167845626
1995,The Bridges of Madison County,PASS,22000000,71516617,175516617,247033234
1995,The Incredibly True Adventures of Two Girls in Love,PASS,250000,2210408,2477155,4687563
1995,The Net,PASS,22000000,50621733,110521733,161143466
1995,The Quick and the Dead,FAIL,32000000,18552460,18552460,37104920
1995,The Usual Suspects,FAIL,6000000,23341568,34449356,57790924
1995,Toy Story,FAIL,30000000,191780865,364530148,556311013
1995,Twelve Monkeys,FAIL,29000000,57141459,168841459,225982918
1995,Waterworld,FAIL,175000000,88246220,264246220,352492440
1995,Welcome to the Dollhouse,PASS,800000,4198137,5034794,9232931
1994,Ace Ventura: Pet Detective,FAIL,12000000,72217396,107217396,179434792
1994,Beverly Hills Cop III,FAIL,50000000,42586861,119180938,161767799
1994,Clerks.,FAIL,27000,3073428,3894240,6967668
1994,Crooklyn,PASS,14000000,13024170,13024170,26048340
1994,Dumb &amp; Dumber,FAIL,16000000,127175374,246400000,373575374
1994,Ed Wood,PASS,18000000,5828466,5828466,11656932
1994,Forrest Gump,FAIL,55000000,329694499,679400525,1009095024
1994,Legends of the Fall,PASS,30000000,66502573,160502573,227005146
1994,Little Women,PASS,15000000,50003303,50003303,100006606
1994,Naked Gun 33 1/3: The Final Insult,FAIL,30000000,51041856,51041856,102083712
1994,Police Academy: Mission to Moscow,FAIL,10000000,126247,126247,252494
1994,Priest,PASS,60000000,29136626,84154026,113290652
1994,Pulp Fiction,PASS,8000000,107928762,212928762,320857524
1994,Speed,PASS,30000000,121248145,283200000,404448145
1994,Stargate,FAIL,55000000,71565669,196565669,268131338
1994,Street Fighter,PASS,35000000,33423000,99423000,132846000
1994,The Client,PASS,45000000,92115211,117615211,209730422
1994,The Hudsucker Proxy,FAIL,40000000,2816518,14938149,17754667
1994,The Lion King,FAIL,79300000,422780140,952880140,1375660280
1994,The Mask,FAIL,18000000,119920129,351620129,471540258
1994,The Santa Clause,FAIL,22000000,144833357,189800000,334633357
1994,The Shadow,FAIL,40000000,31835600,31835600,63671200
1994,The Shawshank Redemption,FAIL,25000000,28241469,28241469,56482938
1994,The Specialist,FAIL,45000000,57362581,57362581,114725162
1994,Timecop,FAIL,28000000,44853581,102053581,146907162
1994,True Lies,FAIL,100000000,146282411,365300000,511582411
1993,Cliffhanger,FAIL,65000000,84049211,255000000,339049211
1993,Cool Runnings,FAIL,14000000,68856263,155056263,223912526
1993,Dazed and Confused,PASS,6900000,7950889,7950889,15901778
1993,Gettysburg,FAIL,25000000,10731997,10731997,21463994
1993,Groundhog Day,FAIL,14600000,70906973,70906973,141813946
1993,Hocus Pocus,PASS,28000000,39360491,39360491,78720982
1993,Jurassic Park,PASS,63000000,395708305,1035626872,1431335177
1993,Mrs. Doubtfire,PASS,25000000,219195051,441286003,660481054
1993,Pieces of April,PASS,300000,2528664,3590570,6119234
1993,Schindler&#39;s List,PASS,25000000,96067179,321365567,417432746
1993,Super Mario Bros.,FAIL,42000000,20844907,20844907,41689814
1993,The Age of Innocence,PASS,34000000,32014993,32014993,64029986
1993,The Fugitive,FAIL,44000000,183875760,353715317,537591077
1993,The Princess and the Cobbler,FAIL,24000000,669276,669276,1338552
1993,The Remains of the Day,FAIL,15000000,22954968,63954968,86909936
1993,Tombstone,PASS,25000000,56505065,56505065,113010130
1992,A Few Good Men,FAIL,33000000,141340178,236500000,377840178
1992,A League of Their Own,PASS,40000000,107533925,132440066,239973991
1992,Aladdin,FAIL,28000000,217350219,504050219,721400438
1992,Alien 3,FAIL,55000000,54927174,158500000,213427174
1992,Army of Darkness,FAIL,11000000,11502976,21502976,33005952
1992,Batman Returns,FAIL,80000000,162833635,266824291,429657926
1992,Buffy the Vampire Slayer,PASS,7000000,14231669,14231669,28463338
1992,Death Becomes Her,PASS,55000000,58422650,149022650,207445300
1992,El Mariachi,FAIL,7000,2040920,2041928,4082848
1992,Glengarry Glen Ross,FAIL,12500000,10725228,10725228,21450456
1992,Hero,FAIL,42000000,19487173,66787173,86274346
1992,Home Alone 2: Lost in New York,FAIL,20000000,173585516,358994850,532580366
1992,Malcolm X,FAIL,35000000,48169910,48169910,96339820
1992,My Cousin Vinny,FAIL,11000000,52929168,52929168,105858336
1992,Reservoir Dogs,FAIL,1200000,2832029,2832029,5664058
1992,The Crying Game,FAIL,4000000,62546695,62546695,125093390
1992,The Mighty Ducks,FAIL,10000000,50752337,50752337,101504674
1992,The Muppet Christmas Carol,FAIL,12000000,27281507,27281507,54563014
1992,The Player,PASS,8000000,21706101,28876702,50582803
1992,Wayne&#39;s World,FAIL,20000000,121697323,183097323,304794646
1991,Beauty and the Beast,PASS,20000000,218951625,451421625,670373250
1991,Bill &amp; Ted&#39;s Bogus Journey,FAIL,20000000,37537675,37537675,75075350
1991,Hook,FAIL,70000000,119654823,300854823,420509646
1991,Hudson Hawk,PASS,65000000,17218916,17218916,34437832
1991,Robin Hood: Prince of Thieves,FAIL,50000000,165493908,390500000,555993908
1991,Slacker,PASS,23000,1227508,1227508,2455016
1991,Star Trek VI: The Undiscovered Country,FAIL,27000000,74888996,96900000,171788996
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PASS,25000000,78656813,78656813,157313626
1991,Terminator 2: Judgement Day,FAIL,100000000,204859496,516816151,721675647
1991,The Addams Family,PASS,30000000,113502246,191502246,305004492
1991,The Naked Gun 2 1/2: The Smell of Fear,FAIL,23000000,86930411,86930411,173860822
1991,The Silence of the Lambs,PASS,20000000,130726716,275726716,406453432
1991,White Fang,FAIL,14000000,34729091,34729091,69458182
1990,Back to the Future Part III,FAIL,40000000,87666629,243700000,331366629
1990,Child&#39;s Play 2,PASS,13000000,26904572,34166572,61071144
1990,Dark Angel (I Come in Peace),FAIL,7000000,4372561,4372561,8745122
1990,Die Hard 2,FAIL,70000000,117323878,239814025,357137903
1990,Edward Scissorhands,PASS,20000000,53976987,53976987,107953974
1990,Flatliners,PASS,26000000,61308153,61308153,122616306
1990,Ghost,FAIL,22000000,217631306,517600000,735231306
1990,Goodfellas,FAIL,25000000,46743809,46743809,93487618
1990,Home Alone,FAIL,15000000,285761243,476684675,762445918
1990,Nikita,PASS,7000000,5017971,5017971,10035942
1990,Predator 2,FAIL,35000000,28317513,54768418,83085931
1990,Pretty Woman,PASS,14000000,178406268,432645872,611052140
1990,The Hunt for Red October,FAIL,30000000,120709866,200500000,321209866
1990,Total Recall,FAIL,125000000,58877969,198615996,257493965
1990,Tremors,PASS,10000000,16667084,16667084,33334168
1989,Back to the Future Part II,PASS,40000000,118450002,332000000,450450002
1989,Batman,FAIL,35000000,251188924,411348924,662537848
1989,Bill &amp; Ted&#39;s Excellent Adventure,FAIL,10000000,40485039,40485039,80970078
1989,Dead Poets Society,FAIL,16400000,95860116,239500000,335360116
1989,Henry V,PASS,9000000,10161099,10161099,20322198
1989,Indiana Jones and the Last Crusade,FAIL,48000000,197171806,474171806,671343612
1989,Licence to Kill,FAIL,42000000,34667015,156167015,190834030
1989,Major League,FAIL,11000000,49793054,49793054,99586108
1989,Road House,FAIL,10000000,30050028,30050028,60100056
1989,"Sex, Lies, and Videotape",FAIL,1200000,24741667,36741667,61483334
1989,Star Trek V: The Final Frontier,FAIL,30000000,52210049,70200000,122410049
1989,The Abyss,PASS,70000000,54243125,54243125,108486250
1989,Troop Beverly Hills,PASS,18000000,7190505,7190505,14381010
1989,UHF,FAIL,5000000,6157157,6157157,12314314
1988,Action Jackson,FAIL,7000000,20257000,20257000,40514000
1988,Akira,FAIL,8000000,19585,19585,39170
1988,Beetle Juice,PASS,15000000,73326666,73326666,146653332
1988,Bloodsport,FAIL,1500000,11806119,11806119,23612238
1988,Child&#39;s Play,PASS,9000000,33244684,44196684,77441368
1988,Dangerous Liaisons,PASS,14000000,34700000,34700000,69400000
1988,Die Hard,PASS,28000000,81350242,139109346,220459588
1988,Midnight Run,FAIL,30000000,38413606,81613606,120027212
1988,My Stepmother Is an Alien,PASS,16000000,13854000,13854000,27708000
1988,Mystic Pizza,PASS,6000000,12793213,12793213,25586426
1988,Poltergeist III,PASS,9500000,14114000,14114000,28228000
1988,Rain Man,FAIL,25000000,172825435,412800000,585625435
1988,Scrooged,PASS,32000000,60328558,60328558,120657116
1988,The Land Before Time,PASS,12300000,48092846,81972846,130065692
1988,The Last Temptation of Christ,FAIL,7000000,8373585,8373585,16747170
1988,They Live,FAIL,4000000,13000000,13000000,26000000
1988,Twins,FAIL,15000000,111936388,216600000,328536388
1988,Who Framed Roger Rabbit,FAIL,70000000,154112492,351500000,505612492
1988,Young Guns,FAIL,13000000,44726644,44726644,89453288
1987,Beverly Hills Cop II,FAIL,20000000,153665036,276665036,430330072
1987,Evil Dead II,FAIL,3500000,5923044,5923044,11846088
1987,Fatal Attraction,FAIL,14000000,156645693,320100000,476745693
1987,"Good Morning, Vietnam",FAIL,13000000,123922370,123922370,247844740
1987,Hellraiser,PASS,1000000,14564000,14564000,29128000
1987,Lethal Weapon,FAIL,15000000,65192350,120192350,185384700
1987,Predator,FAIL,18000000,59735548,98267558,158003106
1987,Radio Days,FAIL,16000000,14792779,14792779,29585558
1987,RoboCop,FAIL,120000000,54764805,221577330,276342135
1987,Spaceballs,FAIL,22700000,38119483,38119483,76238966
1987,Superman IV: The Quest for Peace,PASS,17000000,11227824,11227824,22455648
1987,The Last Emperor,FAIL,25000000,43984000,43984000,87968000
1987,The Lost Boys,FAIL,8500000,32222567,32222567,64445134
1987,The Princess Bride,FAIL,15000000,30857000,30857000,61714000
1986,Aliens,PASS,17000000,85160248,183316455,268476703
1986,Crocodile Dundee,FAIL,5000000,174803506,328000000,502803506
1986,Highlander,PASS,16000000,5900000,12900000,18800000
1986,Howard The Duck,FAIL,30000000,16295774,16295774,32591548
1986,Little Shop of Horrors,FAIL,30000000,38747385,38747385,77494770
1986,Peggy Sue Got Married,PASS,18000000,41382841,41382841,82765682
1986,Platoon,FAIL,6000000,137963328,137963328,275926656
1986,Stand By Me,FAIL,8000000,52287414,52287414,104574828
1986,The Clan of the Cave Bear,PASS,15000000,1953732,1953732,3907464
1986,Top Gun,FAIL,15000000,179800601,356800601,536601202
1985,Back to the Future,FAIL,19000000,210609762,383874862,594484624
1985,Brazil,PASS,15000000,9929135,9929135,19858270
1985,Commando,FAIL,10000000,35073978,35073978,70147956
1985,Day of the Dead,FAIL,18000000,N/A,N/A,#VALUE!
1985,Ladyhawke,FAIL,20000000,18400000,18400000,36800000
1985,Legend,FAIL,25000000,15502112,15502112,31004224
1985,My Beautiful Laundrette,FAIL,400000,N/A,N/A,#VALUE!
1985,Red Sonja,PASS,17900000,6905861,6905861,13811722
1985,Return to Oz,PASS,27000000,10618813,10618813,21237626
1985,The Color Purple,PASS,15000000,93589701,93589701,187179402
1984,A nightmare on Elm Street,FAIL,35000000,63075011,117729621,180804632
1984,Amadeus,PASS,18000000,51973029,51973029,103946058
1984,Beverly Hills Cop,FAIL,15000000,234760478,316300000,551060478
1984,Body Double,FAIL,10000000,8801940,8801940,17603880
1984,Conan the Destroyer,FAIL,18000000,26400000,26400000,52800000
1984,Dune,FAIL,45000000,27447471,27447471,54894942
1984,Friday the 13th Part IV: The Final Chapter,PASS,2600000,32980880,32980880,65961760
1984,Ghostbusters,FAIL,30000000,238632124,291632124,530264248
1984,Gremlins,FAIL,11000000,148168459,148168459,296336918
1984,Indiana Jones and the Temple of Doom,FAIL,28000000,179880271,333080271,512960542
1984,Police Academy,FAIL,4500000,81198894,81198894,162397788
1984,Repo Man,FAIL,1500000,2300000,2300000,4600000
1984,Splash,FAIL,8000000,62599495,62599495,125198990
1984,Star Trek III: The Search for Spock,FAIL,18000000,76471046,87000000,163471046
1984,The Karate Kid,PASS,40000000,176591618,359091618,535683236
1984,The Terminator,FAIL,6400000,38019031,78019031,116038062
1983,Flashdance,PASS,7000000,90463574,201463574,291927148
1983,Star Wars: Episode VI - Return of the Jedi,FAIL,32500000,309205079,572700000,881905079
1983,Superman III,PASS,39000000,59950623,59950623,119901246
1983,Videodrome,FAIL,5952000,2120439,2120439,4240878
1983,WarGames,FAIL,12000000,74433837,74433837,148867674
1982,Blade Runner,FAIL,28000000,32656328,33139618,65795946
1982,Cat People,PASS,12500000,7000000,21000000,28000000
1982,Conan the Barbarian,FAIL,20000000,38264085,79114085,117378170
1982,Diner,FAIL,5000000,12592907,12592907,25185814
1982,E.T.: The Extra-Terrestrial,FAIL,10500000,435110554,792965326,1228075880
1982,Fast Times at Ridgemont High,FAIL,4500000,27092880,27092880,54185760
1982,First Blood,FAIL,14000000,47212904,125212904,172425808
1982,Friday the 13th Part III,FAIL,2250000,36690067,36690067,73380134
1982,Poltergeist,PASS,10700000,74706019,121706019,196412038
1982,Porky&#39;s,FAIL,4000000,109492484,109492484,218984968
1982,Star Trek: The Wrath of Khan,FAIL,12000000,79912963,96800000,176712963
1982,The Best Little Whorehouse in Texas,PASS,20500000,69701637,69701637,139403274
1982,Tootsie,FAIL,15000000,177200000,177200000,354400000
1982,TRON,FAIL,17000000,26918576,26918576,53837152
1981,Das Boot,FAIL,12000000,11487676,84970337,96458013
1981,Escape from New York,FAIL,6000000,25244700,25244700,50489400
1981,Friday the 13th Part 2,FAIL,1250000,21722776,21722776,43445552
1981,Halloween II,PASS,2500000,25533818,25533818,51067636
1981,Heavy Metal,FAIL,9300000,19571091,19571091,39142182
1981,History of the World: Part I,FAIL,11000000,31672000,31672000,63344000
1981,Raiders of the Lost Ark,FAIL,20000000,248159971,389925971,638085942
1981,The Evil Dead,FAIL,375000,2400000,29400000,31800000
1981,Time Bandits,FAIL,12000000,37400000,37400000,74800000
1980,Airplane!,FAIL,3500000,83453539,83453539,166907078
1980,Can&#39;t Stop the Music,PASS,20000000,2000000,2000000,4000000
1980,Fame,PASS,18000000,22455510,77956957,100412467
1980,Flash Gordon,FAIL,35000000,27107960,27107960,54215920
1980,Friday the 13th,FAIL,17000000,65002019,91700771,156702790
1980,Heaven&#39;s Gate,FAIL,44000000,3484331,3484331,6968662
1980,Private Benjamin,PASS,15000000,69847348,69847348,139694696
1980,Raging Bull,FAIL,18000000,23380203,23380203,46760406
1980,Somewhere in Time,FAIL,5100000,9709597,9709597,19419194
1980,Star Wars: Episode V - The Empire Strikes Back,FAIL,23000000,290271960,534171960,824443920
1980,Superman II,FAIL,54000000,108185706,108185706,216371412
1980,The Blues Brothers,FAIL,27000000,57229890,57229890,114459780
